Date,Tmax_C,Tmin_C,Rainfall_mm,Division
19810819,32.33,25.11,2.38,Sylhet
19810820,32.01,25.32,32.3,Sylhet
19810821,31.83,25.4,17.21,Sylhet
19810822,31.32,25.04,38.38,Sylhet
19810823,29.8,24.68,50.48,Sylhet
19810824,30.31,24.46,36.33,Sylhet
19810825,30.87,24.81,14.47,Sylhet
19810826,30.54,24.74,3.78,Sylhet
19810827,30.23,24.44,0.29,Sylhet
19810828,30.78,23.85,13.16,Sylhet
19810829,30.53,24.87,2.73,Sylhet
19810830,31.31,24.4,0.47,Sylhet
19810831,29.1,24.55,0.48,Sylhet
19810901,31.36,24.61,0.15,Sylhet
19810902,29.82,24.9,16.03,Sylhet
19810903,30.8,24.32,9.88,Sylhet
19810904,30.99,24.52,4.66,Sylhet
19810905,31.01,24.29,3.27,Sylhet
19810906,30.51,24.88,15.03,Sylhet
19810907,30.44,24.31,21.38,Sylhet
19810908,30.07,23.45,32.72,Sylhet
19810909,30.32,24.16,30.88,Sylhet
19810910,29.21,24.08,37.72,Sylhet
19810911,29.83,24.34,10.6,Sylhet
19810912,28.43,24.84,4.51,Sylhet
19810913,29.14,23.68,33.14,Sylhet
19810914,29.49,23.8,15.77,Sylhet
19810915,30.07,23.67,3.96,Sylhet
19810916,30.33,23.55,0.0,Sylhet
19810917,30.93,23.84,1.98,Sylhet
19810918,31.67,22.95,0.37,Sylhet
19810919,31.94,24.73,0.16,Sylhet
19810920,32.55,24.08,14.44,Sylhet
19810921,32.16,24.6,12.35,Sylhet
19810922,31.3,25.0,6.04,Sylhet
19810923,32.82,25.41,0.21,Sylhet
19810924,32.77,25.48,0.0,Sylhet
19810925,32.59,25.16,0.09,Sylhet
19810926,31.28,24.48,0.67,Sylhet
19810927,31.17,24.18,1.47,Sylhet
19810928,29.13,24.44,1.26,Sylhet
19810929,30.9,23.99,3.44,Sylhet
19810930,30.09,23.8,3.39,Sylhet
19811001,29.62,24.55,7.25,Sylhet
19811002,29.79,23.21,1.65,Sylhet
19811003,29.97,21.26,0.16,Sylhet
19811004,30.01,21.02,2.32,Sylhet
19811005,30.32,20.88,0.0,Sylhet
19811006,29.9,22.24,0.51,Sylhet
19811007,29.89,21.14,0.53,Sylhet
19811008,29.69,20.98,0.0,Sylhet
19811009,29.01,22.81,0.0,Sylhet
19811010,29.88,22.1,0.0,Sylhet
19811011,29.95,21.36,0.08,Sylhet
19811012,30.59,21.82,0.05,Sylhet
19811013,31.49,22.58,0.0,Sylhet
19811014,28.04,24.03,4.53,Sylhet
19811015,29.12,23.61,1.3,Sylhet
19811016,29.45,23.14,0.01,Sylhet
19811017,30.83,22.56,0.0,Sylhet
19811018,30.41,22.29,0.0,Sylhet
19811019,29.38,21.13,0.0,Sylhet
19811020,28.59,21.38,0.0,Sylhet
19811021,28.42,20.1,0.0,Sylhet
19811022,29.18,18.83,0.0,Sylhet
19811023,30.52,19.64,0.0,Sylhet
19811024,29.54,19.85,0.0,Sylhet
19811025,29.72,21.53,0.0,Sylhet
19811026,29.06,20.3,0.0,Sylhet
19811027,28.79,20.33,0.01,Sylhet
19811028,29.04,19.1,0.0,Sylhet
19811029,27.84,18.37,0.0,Sylhet
19811030,28.31,17.69,0.0,Sylhet
19811031,28.01,17.3,0.0,Sylhet
19811101,29.0,18.32,0.0,Sylhet
19811102,27.75,18.75,0.0,Sylhet
19811103,27.7,19.67,0.18,Sylhet
19811104,27.9,18.93,0.23,Sylhet
19811105,28.98,20.8,0.71,Sylhet
19811106,28.59,19.4,0.13,Sylhet
19811107,27.6,17.0,0.04,Sylhet
19811108,28.15,17.51,0.0,Sylhet
19811109,27.4,18.28,0.0,Sylhet
19811110,26.16,16.81,0.0,Sylhet
19811111,26.67,17.71,0.07,Sylhet
19811112,27.26,17.3,0.01,Sylhet
19811113,27.15,16.68,0.0,Sylhet
19811114,26.83,17.46,0.0,Sylhet
19811115,27.06,16.44,0.0,Sylhet
19811116,28.37,16.7,0.0,Sylhet
19811117,28.2,17.03,0.0,Sylhet
19811118,28.24,16.59,0.0,Sylhet
19811119,27.61,16.57,0.0,Sylhet
19811120,28.34,18.15,1.0,Sylhet
19811121,28.09,18.72,0.02,Sylhet
19811122,27.35,18.72,0.23,Sylhet
19811123,27.56,17.55,0.01,Sylhet
19811124,26.65,16.03,0.0,Sylhet
19811125,25.59,14.91,0.0,Sylhet
19811126,26.18,14.71,0.0,Sylhet
19811127,27.01,14.65,0.0,Sylhet
19811128,25.1,14.28,0.0,Sylhet
19811129,25.85,13.57,0.0,Sylhet
19811130,25.83,13.93,0.0,Sylhet
19811201,25.24,13.95,0.0,Sylhet
19811202,26.85,15.68,0.0,Sylhet
19811203,26.5,16.26,0.0,Sylhet
19811204,25.41,15.13,0.0,Sylhet
19811205,25.64,14.47,0.0,Sylhet
19811206,26.65,15.62,0.0,Sylhet
19811207,25.83,16.33,0.0,Sylhet
19811208,25.17,15.36,0.01,Sylhet
19811209,28.23,16.42,0.72,Sylhet
19811210,24.95,18.6,10.58,Sylhet
19811211,21.33,17.37,84.96,Sylhet
19811212,24.58,16.71,13.57,Sylhet
19811213,23.57,14.44,1.42,Sylhet
19811214,23.37,14.27,0.0,Sylhet
19811215,23.43,12.48,0.0,Sylhet
19811216,22.49,12.18,0.02,Sylhet
19811217,21.08,10.9,0.0,Sylhet
19811218,20.88,11.89,0.01,Sylhet
19811219,22.16,10.76,0.0,Sylhet
19811220,22.95,11.19,0.0,Sylhet
19811221,22.05,12.03,0.0,Sylhet
19811222,23.44,12.01,0.0,Sylhet
19811223,22.82,12.67,0.07,Sylhet
19811224,21.74,13.16,0.0,Sylhet
19811225,23.08,11.79,0.0,Sylhet
19811226,22.26,11.61,0.0,Sylhet
19811227,22.74,12.13,0.0,Sylhet
19811228,22.93,12.17,0.0,Sylhet
19811229,22.45,11.62,0.0,Sylhet
19811230,22.07,12.21,0.0,Sylhet
19811231,23.08,11.92,0.0,Sylhet
19820101,21.89,11.16,0.0,Sylhet
19820102,22.12,11.21,0.0,Sylhet
19820103,22.64,12.11,0.0,Sylhet
19820104,23.75,12.29,1.41,Sylhet
19820105,22.81,12.24,0.28,Sylhet
19820106,24.07,14.52,0.04,Sylhet
19820107,24.62,13.75,0.0,Sylhet
19820108,24.4,13.48,0.0,Sylhet
19820109,24.22,13.42,0.0,Sylhet
19820110,23.97,13.38,0.0,Sylhet
19820111,23.88,12.67,0.0,Sylhet
19820112,25.04,15.42,0.08,Sylhet
19820113,24.13,13.49,0.0,Sylhet
19820114,23.46,11.88,0.0,Sylhet
19820115,23.44,11.23,0.0,Sylhet
19820116,23.58,12.15,0.0,Sylhet
19820117,23.84,12.17,0.0,Sylhet
19820118,24.47,12.11,0.0,Sylhet
19820119,23.93,12.27,0.0,Sylhet
19820120,23.82,12.84,0.0,Sylhet
19820121,23.51,12.69,0.22,Sylhet
19820122,23.57,11.79,0.0,Sylhet
19820123,24.96,11.39,0.0,Sylhet
19820124,26.34,12.6,0.0,Sylhet
19820125,26.64,13.71,0.0,Sylhet
19820126,28.15,14.14,0.0,Sylhet
19820127,26.32,14.12,0.0,Sylhet
19820128,25.71,13.15,0.0,Sylhet
19820129,24.37,12.86,0.0,Sylhet
19820130,24.58,11.4,0.0,Sylhet
19820131,25.49,13.35,0.0,Sylhet
19820201,22.98,13.27,0.51,Sylhet
19820202,23.56,12.22,0.4,Sylhet
19820203,24.23,11.54,0.67,Sylhet
19820204,23.08,12.31,0.04,Sylhet
19820205,23.15,14.13,2.35,Sylhet
19820206,24.08,13.01,0.0,Sylhet
19820207,23.57,10.63,1.21,Sylhet
19820208,23.27,9.91,0.13,Sylhet
19820209,23.05,11.39,0.26,Sylhet
19820210,23.88,10.76,0.0,Sylhet
19820211,24.88,12.23,0.0,Sylhet
19820212,25.01,11.58,0.0,Sylhet
19820213,21.94,12.61,0.0,Sylhet
19820214,26.62,14.92,0.0,Sylhet
19820215,26.18,14.62,0.0,Sylhet
19820216,24.71,13.4,0.0,Sylhet
19820217,27.55,14.53,0.07,Sylhet
19820218,25.44,15.7,5.13,Sylhet
19820219,28.98,16.38,0.11,Sylhet
19820220,27.85,15.95,0.01,Sylhet
19820221,28.06,14.07,0.05,Sylhet
19820222,28.6,13.41,0.0,Sylhet
19820223,28.08,14.84,0.0,Sylhet
19820224,27.33,14.16,0.0,Sylhet
19820225,28.31,12.36,0.0,Sylhet
19820226,27.64,12.9,0.0,Sylhet
19820227,28.95,12.79,0.0,Sylhet
19820228,29.6,14.17,0.0,Sylhet
19820301,29.69,14.81,0.12,Sylhet
19820302,30.76,17.46,2.24,Sylhet
19820303,26.47,15.18,0.01,Sylhet
19820304,27.3,13.88,0.07,Sylhet
19820305,26.62,14.12,0.0,Sylhet
19820306,26.27,14.39,6.31,Sylhet
19820307,23.72,15.2,3.95,Sylhet
19820308,28.17,13.73,0.0,Sylhet
19820309,27.82,12.95,0.07,Sylhet
19820310,30.12,12.38,0.0,Sylhet
19820311,31.42,17.7,0.0,Sylhet
19820312,32.32,18.95,0.05,Sylhet
19820313,32.12,17.18,0.41,Sylhet
19820314,30.61,17.14,0.1,Sylhet
19820315,30.95,16.21,0.0,Sylhet
19820316,32.41,16.29,0.0,Sylhet
19820317,33.02,18.78,0.22,Sylhet
19820318,29.7,20.23,4.32,Sylhet
19820319,29.27,19.41,6.35,Sylhet
19820320,31.53,18.79,0.03,Sylhet
19820321,33.38,19.36,0.0,Sylhet
19820322,33.76,18.98,0.0,Sylhet
19820323,34.43,19.03,0.0,Sylhet
19820324,35.25,19.83,0.0,Sylhet
19820325,35.06,20.91,1.01,Sylhet
19820326,33.75,19.54,0.92,Sylhet
19820327,31.87,17.28,0.37,Sylhet
19820328,33.49,18.56,0.14,Sylhet
19820329,34.13,19.0,0.0,Sylhet
19820330,35.04,21.59,0.0,Sylhet
19820331,34.42,21.76,1.46,Sylhet
19820401,34.94,22.52,10.18,Sylhet
19820402,35.19,23.48,7.38,Sylhet
19820403,31.54,23.71,63.78,Sylhet
19820404,30.61,22.35,25.53,Sylhet
19820405,30.91,22.34,7.76,Sylhet
